Downregulated,Upregulated
ENSMUSG00000020424,ENSMUSG00000112630
ENSMUSG00000031955,ENSMUSG00000035671
ENSMUSG00000027187,ENSMUSG00000030536
ENSMUSG00000055850,ENSMUSG00000042784
ENSMUSG00000121500,ENSMUSG00000078134
ENSMUSG00000038844,ENSMUSG00000045409
ENSMUSG00000025991,ENSMUSG00000031429
ENSMUSG00000068959,ENSMUSG00000083454
ENSMUSG00000046417,ENSMUSG00000097766
ENSMUSG00000022766,ENSMUSG00000054675
ENSMUSG00000032120,ENSMUSG00000068747
ENSMUSG00000047037,ENSMUSG00000026885
ENSMUSG00000074657,ENSMUSG00000038855
ENSMUSG00000003518,ENSMUSG00000032463
ENSMUSG00000032602,ENSMUSG00000047565
ENSMUSG00000038375,ENSMUSG00000049307
ENSMUSG00000026922,ENSMUSG00000063286
ENSMUSG00000121798,ENSMUSG00000109325
ENSMUSG00000074277,ENSMUSG00000032575
ENSMUSG00000026198,ENSMUSG00000048234
ENSMUSG00000025145,ENSMUSG00000027412
ENSMUSG00000028607,ENSMUSG00000029084
ENSMUSG00000038893,ENSMUSG00000050549
ENSMUSG00000051184,ENSMUSG00000039105
ENSMUSG00000048731,ENSMUSG00000050335
ENSMUSG00000053286,ENSMUSG00000056260
ENSMUSG00000029269,ENSMUSG00000059401
ENSMUSG00000074243,ENSMUSG00000018217
ENSMUSG00000037316,ENSMUSG00000003283
ENSMUSG00000049090,ENSMUSG00000024053
ENSMUSG00000021830,ENSMUSG00000032374
ENSMUSG00000001763,ENSMUSG00000051498
ENSMUSG00000004798,ENSMUSG00000028633
ENSMUSG00000003190,ENSMUSG00000037725
ENSMUSG00000029270,ENSMUSG00000026020
ENSMUSG00000097585,ENSMUSG00000020427
ENSMUSG00000019647,ENSMUSG00000018001
ENSMUSG00000028974,ENSMUSG00000046908
ENSMUSG00000014303,ENSMUSG00000081665
ENSMUSG00000024254,ENSMUSG00000016206
ENSMUSG00000021215,ENSMUSG00000027333
ENSMUSG00000091764,ENSMUSG00000039960
ENSMUSG00000000751,ENSMUSG00000020034
ENSMUSG00000090112,ENSMUSG00000059089
ENSMUSG00000041594,ENSMUSG00000015950
ENSMUSG00000022177,ENSMUSG00000060591
ENSMUSG00000105837,ENSMUSG00000045538
ENSMUSG00000086914,ENSMUSG00000032688
ENSMUSG00000024667,ENSMUSG00000033157
ENSMUSG00000067276,ENSMUSG00000024308
ENSMUSG00000061436,ENSMUSG00000110393
ENSMUSG00000039395,ENSMUSG00000078349
ENSMUSG00000035842,ENSMUSG00000035513
ENSMUSG00000025584,ENSMUSG00000028555
ENSMUSG00000001323,ENSMUSG00000101678
ENSMUSG00000030688,ENSMUSG00000089706
ENSMUSG00000106290,ENSMUSG00000020387
ENSMUSG00000004561,ENSMUSG00000080982
ENSMUSG00000108799,ENSMUSG00000025959
ENSMUSG00000021203,ENSMUSG00000004612
ENSMUSG00000103906,ENSMUSG00000021306
ENSMUSG00000030089,ENSMUSG00000078453
ENSMUSG00000025357,ENSMUSG00000034520
ENSMUSG00000021423,ENSMUSG00000041836
ENSMUSG00000018861,ENSMUSG00000030882
ENSMUSG00000030249,ENSMUSG00000068270
ENSMUSG00000025736,ENSMUSG00000037280
ENSMUSG00000025277,ENSMUSG00000094594
ENSMUSG00000043099,ENSMUSG00000032715
ENSMUSG00000002103,ENSMUSG00000073409
ENSMUSG00000031144,ENSMUSG00000037731
ENSMUSG00000028988,ENSMUSG00000022623
ENSMUSG00000003420,ENSMUSG00000047497
ENSMUSG00000031751,ENSMUSG00000121093
ENSMUSG00000028150,ENSMUSG00000020627
ENSMUSG00000035473,ENSMUSG00000030203
ENSMUSG00000001768,ENSMUSG00000049872
ENSMUSG00000028101,ENSMUSG00000062591
ENSMUSG00000039428,ENSMUSG00000022951
ENSMUSG00000020911,ENSMUSG00000027777
ENSMUSG00000038623,ENSMUSG00000057346
ENSMUSG00000116138,ENSMUSG00000027962
ENSMUSG00000054226,ENSMUSG00000008193
ENSMUSG00000085445,ENSMUSG00000028044
ENSMUSG00000030739,ENSMUSG00000057335
ENSMUSG00000034429,ENSMUSG00000022297
ENSMUSG00000025733,ENSMUSG00000028599
ENSMUSG00000037977,ENSMUSG00000047810
ENSMUSG00000055296,ENSMUSG00000027784
ENSMUSG00000037295,ENSMUSG00000048163
ENSMUSG00000097835,ENSMUSG00000034063
ENSMUSG00000036103,ENSMUSG00000047407
ENSMUSG00000057037,ENSMUSG00000060716
ENSMUSG00000036492,ENSMUSG00000040502
ENSMUSG00000031666,ENSMUSG00000121647
ENSMUSG00000097354,ENSMUSG00000057440
ENSMUSG00000030244,ENSMUSG00000049401
ENSMUSG00000073680,ENSMUSG00000037594
ENSMUSG00000030844,ENSMUSG00000043067
ENSMUSG00000016510,ENSMUSG00000054321
ENSMUSG00000060012,ENSMUSG00000045671
ENSMUSG00000030616,ENSMUSG00000030325
ENSMUSG00000040432,ENSMUSG00000002222
ENSMUSG00000079260,ENSMUSG00000025491
ENSMUSG00000028221,ENSMUSG00000103220
ENSMUSG00000037266,ENSMUSG00000025314
ENSMUSG00000015944,ENSMUSG00000043505
ENSMUSG00000043090,ENSMUSG00000030760
ENSMUSG00000038692,ENSMUSG00000045725
ENSMUSG00000055737,ENSMUSG00000028389
ENSMUSG00000104786,ENSMUSG00000034116
ENSMUSG00000015966,ENSMUSG00000030759
ENSMUSG00000055991,ENSMUSG00000026542
ENSMUSG00000046324,ENSMUSG00000063253
ENSMUSG00000020707,ENSMUSG00000023915
ENSMUSG00000028496,ENSMUSG00000027630
ENSMUSG00000007837,ENSMUSG00000035212
ENSMUSG00000028621,ENSMUSG00000024970
ENSMUSG00000068394,ENSMUSG00000024754
ENSMUSG00000002332,ENSMUSG00000019975
ENSMUSG00000037752,ENSMUSG00000029276
ENSMUSG00000036446,ENSMUSG00000073599
ENSMUSG00000109783,ENSMUSG00000081487
ENSMUSG00000037905,ENSMUSG00000017715
ENSMUSG00000022676,ENSMUSG00000022565
ENSMUSG00000032312,ENSMUSG00000054200
ENSMUSG00000090093,ENSMUSG00000049878
ENSMUSG00000032579,ENSMUSG00000027660
ENSMUSG00000031974,ENSMUSG00000034437
ENSMUSG00000020288,ENSMUSG00000018238
ENSMUSG00000030313,ENSMUSG00000049130
ENSMUSG00000031740,ENSMUSG00000121086
ENSMUSG00000021824,ENSMUSG00000002699
ENSMUSG00000084241,ENSMUSG00000039264
ENSMUSG00000100075,ENSMUSG00000107182
ENSMUSG00000085208,ENSMUSG00000113737
ENSMUSG00000040891,ENSMUSG00000021266
ENSMUSG00000037493,ENSMUSG00000038578
ENSMUSG00000034645,ENSMUSG00000038213
ENSMUSG00000066026,ENSMUSG00000053070
ENSMUSG00000028551,ENSMUSG00000025017
ENSMUSG00000028799,ENSMUSG00000039629
ENSMUSG00000059975,ENSMUSG00000118449
ENSMUSG00000026383,ENSMUSG00000096592
ENSMUSG00000004044,ENSMUSG00000049988
ENSMUSG00000047656,ENSMUSG00000105161
ENSMUSG00000039062,ENSMUSG00000103672
ENSMUSG00000031196,ENSMUSG00000117294
ENSMUSG00000024621,ENSMUSG00000032567
ENSMUSG00000060260,ENSMUSG00000090946
ENSMUSG00000033282,ENSMUSG00000020464
ENSMUSG00000115431,ENSMUSG00000018143
ENSMUSG00000045410,ENSMUSG00000038507
ENSMUSG00000066306,ENSMUSG00000016024
ENSMUSG00000026701,ENSMUSG00000025287
ENSMUSG00000078619,ENSMUSG00000011114
ENSMUSG00000035064,ENSMUSG00000055413
ENSMUSG00000036022,ENSMUSG00000041134
ENSMUSG00000040017,ENSMUSG00000049382
ENSMUSG00000027243,ENSMUSG00000110494
ENSMUSG00000020988,ENSMUSG00000059173
ENSMUSG00000005611,ENSMUSG00000034595
ENSMUSG00000001313,ENSMUSG00000038352
ENSMUSG00000030123,ENSMUSG00000020905
ENSMUSG00000041609,ENSMUSG00000019122
ENSMUSG00000025656,ENSMUSG00000023169
ENSMUSG00000038344,ENSMUSG00000021493
ENSMUSG00000049686,ENSMUSG00000031555
ENSMUSG00000039410,ENSMUSG00000027639
ENSMUSG00000039205,ENSMUSG00000058806
ENSMUSG00000038685,ENSMUSG00000030707
ENSMUSG00000027531,ENSMUSG00000095865
ENSMUSG00000022505,ENSMUSG00000089726
ENSMUSG00000027180,ENSMUSG00000023913
ENSMUSG00000009614,ENSMUSG00000075010
ENSMUSG00000035642,ENSMUSG00000030660
ENSMUSG00000057530,ENSMUSG00000114733
ENSMUSG00000028158,ENSMUSG00000093594
ENSMUSG00000085287,ENSMUSG00000020121
ENSMUSG00000028653,ENSMUSG00000052837
ENSMUSG00000092335,ENSMUSG00000040435
ENSMUSG00000049321,ENSMUSG00000067189
ENSMUSG00000052534,ENSMUSG00000031897
ENSMUSG00000028124,ENSMUSG00000121430
ENSMUSG00000021327,ENSMUSG00000058818
ENSMUSG00000055652,ENSMUSG00000055632
ENSMUSG00000021876,ENSMUSG00000060441
ENSMUSG00000049295,ENSMUSG00000025591
ENSMUSG00000020695,ENSMUSG00000089988
ENSMUSG00000047866,ENSMUSG00000021567
ENSMUSG00000000056,ENSMUSG00000004508
ENSMUSG00000001211,ENSMUSG00000073968
ENSMUSG00000025369,ENSMUSG00000036944
ENSMUSG00000072596,ENSMUSG00000022114
ENSMUSG00000078867,ENSMUSG00000033220
ENSMUSG00000031286,ENSMUSG00000121091
ENSMUSG00000039840,ENSMUSG00000053442
ENSMUSG00000030987,ENSMUSG00000104576
ENSMUSG00000106847,ENSMUSG00000039193
ENSMUSG00000095098,ENSMUSG00000091955
ENSMUSG00000027858,ENSMUSG00000031843
ENSMUSG00000037363,ENSMUSG00000027540
ENSMUSG00000037710,ENSMUSG00000038301
ENSMUSG00000026270,ENSMUSG00000108456
ENSMUSG00000048174,ENSMUSG00000019917
ENSMUSG00000006395,ENSMUSG00000070883
ENSMUSG00000026768,ENSMUSG00000025283
ENSMUSG00000048307,ENSMUSG00000026235
ENSMUSG00000021257,ENSMUSG00000116614
ENSMUSG00000025538,ENSMUSG00000001034
ENSMUSG00000041012,ENSMUSG00000019856
ENSMUSG00000067369,ENSMUSG00000020733
ENSMUSG00000061751,ENSMUSG00000030895
ENSMUSG00000033703,ENSMUSG00000041992
ENSMUSG00000026483,ENSMUSG00000021596
ENSMUSG00000020069,ENSMUSG00000101904
ENSMUSG00000041362,ENSMUSG00000039899
ENSMUSG00000071547,ENSMUSG00000001918
ENSMUSG00000019368,ENSMUSG00000070942
ENSMUSG00000025572,ENSMUSG00000025912
ENSMUSG00000049339,ENSMUSG00000066554
ENSMUSG00000101225,ENSMUSG00000004451
ENSMUSG00000033478,ENSMUSG00000072889
ENSMUSG00000007655,ENSMUSG00000022385
ENSMUSG00000029273,ENSMUSG00000025324
ENSMUSG00000036622,ENSMUSG00000030852
ENSMUSG00000018841,ENSMUSG00000030245
ENSMUSG00000028251,ENSMUSG00000022673
ENSMUSG00000030446,ENSMUSG00000036469
ENSMUSG00000020253,ENSMUSG00000108024
ENSMUSG00000020386,ENSMUSG00000112734
ENSMUSG00000061758,ENSMUSG00000000392
ENSMUSG00000060181,ENSMUSG00000020399
ENSMUSG00000019944,ENSMUSG00000019970
ENSMUSG00000027959,ENSMUSG00000059866
ENSMUSG00000041966,ENSMUSG00000034973
ENSMUSG00000006931,ENSMUSG00000121501
ENSMUSG00000040640,ENSMUSG00000066687
ENSMUSG00000057469,ENSMUSG00000002257
ENSMUSG00000079592,ENSMUSG00000035941
ENSMUSG00000033295,ENSMUSG00000055560
ENSMUSG00000026437,ENSMUSG00000038542
ENSMUSG00000032679,ENSMUSG00000002897
ENSMUSG00000048482,ENSMUSG00000035960
ENSMUSG00000074283,ENSMUSG00000080746
ENSMUSG00000030108,ENSMUSG00000032939
ENSMUSG00000031889,ENSMUSG00000058013
ENSMUSG00000021224,ENSMUSG00000103502
ENSMUSG00000029173,ENSMUSG00000017830
ENSMUSG00000026202,ENSMUSG00000050910
ENSMUSG00000034575,ENSMUSG00000022346
ENSMUSG00000045095,ENSMUSG00000106734
ENSMUSG00000025086,ENSMUSG00000068227
ENSMUSG00000044916,ENSMUSG00000027506
ENSMUSG00000027312,ENSMUSG00000050295
ENSMUSG00000050106,ENSMUSG00000024524
ENSMUSG00000053411,ENSMUSG00000035151
ENSMUSG00000078931,ENSMUSG00000116852
ENSMUSG00000058886,ENSMUSG00000020941
ENSMUSG00000020741,ENSMUSG00000005686
ENSMUSG00000031072,ENSMUSG00000023030
ENSMUSG00000066150,ENSMUSG00000031309
ENSMUSG00000058706,ENSMUSG00000034311
ENSMUSG00000034424,ENSMUSG00000028889
ENSMUSG00000046574,ENSMUSG00000029530
ENSMUSG00000027984,ENSMUSG00000061540
ENSMUSG00000014852,ENSMUSG00000054277
ENSMUSG00000035367,ENSMUSG00000081952
ENSMUSG00000036904,ENSMUSG00000031662
ENSMUSG00000121489,ENSMUSG00000021067
ENSMUSG00000081540,ENSMUSG00000042429
ENSMUSG00000060002,ENSMUSG00000049109
ENSMUSG00000002661,ENSMUSG00000097415
ENSMUSG00000092384,ENSMUSG00000031004
ENSMUSG00000071748,ENSMUSG00000004814
ENSMUSG00000024990,ENSMUSG00000108350
ENSMUSG00000022877,ENSMUSG00000026946
ENSMUSG00000037251,ENSMUSG00000026548
ENSMUSG00000028405,ENSMUSG00000074213
ENSMUSG00000037669,ENSMUSG00000022094
ENSMUSG00000022040,ENSMUSG00000117667
ENSMUSG00000044340,ENSMUSG00000040187
ENSMUSG00000070323,ENSMUSG00000021725
ENSMUSG00000043518,ENSMUSG00000027075
ENSMUSG00000032513,ENSMUSG00000045038
ENSMUSG00000030323,ENSMUSG00000044854
ENSMUSG00000038522,ENSMUSG00000074607
ENSMUSG00000036330,ENSMUSG00000069662
ENSMUSG00000028755,ENSMUSG00000099397
ENSMUSG00000022750,ENSMUSG00000111365
ENSMUSG00000115458,ENSMUSG00000020834
ENSMUSG00000021376,ENSMUSG00000026796
ENSMUSG00000028792,ENSMUSG00000107788
ENSMUSG00000008604,ENSMUSG00000029822
ENSMUSG00000047371,ENSMUSG00000085415
ENSMUSG00000020868,ENSMUSG00000024843
ENSMUSG00000021340,ENSMUSG00000018427
ENSMUSG00000028184,ENSMUSG00000031963
ENSMUSG00000037275,ENSMUSG00000038156
ENSMUSG00000001983,ENSMUSG00000036057
ENSMUSG00000019539,ENSMUSG00000113399
ENSMUSG00000063488,ENSMUSG00000091020
ENSMUSG00000004568,ENSMUSG00000027641
ENSMUSG00000120954,ENSMUSG00000033769
ENSMUSG00000033253,ENSMUSG00000030353
ENSMUSG00000039611,ENSMUSG00000020057
ENSMUSG00000025255,ENSMUSG00000031107
ENSMUSG00000072946,ENSMUSG00000105655
ENSMUSG00000024948,ENSMUSG00000028125
ENSMUSG00000036534,ENSMUSG00000036216
ENSMUSG00000075225,ENSMUSG00000002297
ENSMUSG00000037022,ENSMUSG00000080942
ENSMUSG00000121596,ENSMUSG00000073144
ENSMUSG00000028737,ENSMUSG00000024778
ENSMUSG00000026176,ENSMUSG00000105541
ENSMUSG00000025025,ENSMUSG00000035725
ENSMUSG00000044636,ENSMUSG00000016520
ENSMUSG00000041577,ENSMUSG00000102964
ENSMUSG00000038180,ENSMUSG00000097467
ENSMUSG00000026698,ENSMUSG00000054717
ENSMUSG00000038009,ENSMUSG00000040253
ENSMUSG00000039640,ENSMUSG00000000290
ENSMUSG00000014606,ENSMUSG00000057367
ENSMUSG00000031220,ENSMUSG00000097640
ENSMUSG00000099881,ENSMUSG00000112808
ENSMUSG00000037621,ENSMUSG00000024659
ENSMUSG00000042857,ENSMUSG00000022637
ENSMUSG00000090523,ENSMUSG00000027999
ENSMUSG00000091985,ENSMUSG00000032425
ENSMUSG00000022761,ENSMUSG00000051396
ENSMUSG00000021497,ENSMUSG00000094388
ENSMUSG00000028407,ENSMUSG00000020275
ENSMUSG00000028949,ENSMUSG00000121106
ENSMUSG00000026604,ENSMUSG00000031845
ENSMUSG00000014633,ENSMUSG00000022434
ENSMUSG00000076435,ENSMUSG00000025407
ENSMUSG00000020092,ENSMUSG00000000305
ENSMUSG00000100975,ENSMUSG00000026103
ENSMUSG00000024588,ENSMUSG00000044390
ENSMUSG00000048772,ENSMUSG00000028019
ENSMUSG00000030008,ENSMUSG00000036206
ENSMUSG00000048538,ENSMUSG00000031709
ENSMUSG00000014791,ENSMUSG00000085636
ENSMUSG00000063849,ENSMUSG00000021036
ENSMUSG00000097245,ENSMUSG00000074115
ENSMUSG00000041426,ENSMUSG00000055675
ENSMUSG00000020829,ENSMUSG00000120919
ENSMUSG00000022540,ENSMUSG00000081656
ENSMUSG00000073096,ENSMUSG00000109498
ENSMUSG00000022528,ENSMUSG00000094103
ENSMUSG00000019851,ENSMUSG00000023947
ENSMUSG00000020268,ENSMUSG00000027613
ENSMUSG00000043964,ENSMUSG00000026358
ENSMUSG00000113660,ENSMUSG00000021457
ENSMUSG00000062944,ENSMUSG00000040675
ENSMUSG00000031864,ENSMUSG00000056145
ENSMUSG00000025728,ENSMUSG00000086481
ENSMUSG00000066684,ENSMUSG00000059195
ENSMUSG00000025702,ENSMUSG00000047735
ENSMUSG00000000711,ENSMUSG00000117310
ENSMUSG00000021794,ENSMUSG00000081557
ENSMUSG00000071632,ENSMUSG00000104671
ENSMUSG00000059689,ENSMUSG00000030219
ENSMUSG00000033396,ENSMUSG00000059775
ENSMUSG00000020541,ENSMUSG00000116461
ENSMUSG00000032754,ENSMUSG00000024270
ENSMUSG00000039096,ENSMUSG00000020262
ENSMUSG00000002763,ENSMUSG00000050132
ENSMUSG00000022307,ENSMUSG00000030677
ENSMUSG00000027878,ENSMUSG00000078486
ENSMUSG00000025494,ENSMUSG00000002980
ENSMUSG00000040472,ENSMUSG00000034422
ENSMUSG00000053080,ENSMUSG00000025515
ENSMUSG00000034312,ENSMUSG00000118181
ENSMUSG00000035472,ENSMUSG00000032332
ENSMUSG00000031925,ENSMUSG00000086443
ENSMUSG00000052520,ENSMUSG00000031765
ENSMUSG00000023495,ENSMUSG00000031207
ENSMUSG00000037031,ENSMUSG00000005952
ENSMUSG00000025920,ENSMUSG00000106874
ENSMUSG00000026172,ENSMUSG00000027293
ENSMUSG00000050973,ENSMUSG00000052415
ENSMUSG00000031924,ENSMUSG00000029998
ENSMUSG00000028559,ENSMUSG00000028885
ENSMUSG00000036867,ENSMUSG00000027347
ENSMUSG00000067430,ENSMUSG00000071715
ENSMUSG00000035069,ENSMUSG00000033967
ENSMUSG00000021079,ENSMUSG00000043439
ENSMUSG00000006494,ENSMUSG00000014353
ENSMUSG00000026201,ENSMUSG00000028869
ENSMUSG00000021846,ENSMUSG00000105517
ENSMUSG00000061393,ENSMUSG00000026573
ENSMUSG00000051671,ENSMUSG00000004952
ENSMUSG00000021918,ENSMUSG00000078853
ENSMUSG00000013997,ENSMUSG00000041859
ENSMUSG00000021279,ENSMUSG00000023991
ENSMUSG00000027589,ENSMUSG00000022661
ENSMUSG00000105135,ENSMUSG00000036402
ENSMUSG00000026694,ENSMUSG00000000134
ENSMUSG00000029060,ENSMUSG00000093384
ENSMUSG00000063810,ENSMUSG00000030595
ENSMUSG00000083282,ENSMUSG00000048485
ENSMUSG00000024068,ENSMUSG00000112186
ENSMUSG00000068874,ENSMUSG00000005824
ENSMUSG00000038866,ENSMUSG00000110537
ENSMUSG00000079215,ENSMUSG00000104973
ENSMUSG00000030872,ENSMUSG00000105970
ENSMUSG00000050052,ENSMUSG00000026479
ENSMUSG00000029033,ENSMUSG00000019817
ENSMUSG00000005225,ENSMUSG00000026343
ENSMUSG00000047473,ENSMUSG00000083240
ENSMUSG00000031292,ENSMUSG00000031776
ENSMUSG00000033530,ENSMUSG00000001627
ENSMUSG00000037353,ENSMUSG00000022987
ENSMUSG00000041126,ENSMUSG00000078592
ENSMUSG00000083443,ENSMUSG00000030278
ENSMUSG00000044534,ENSMUSG00000020806
ENSMUSG00000046782,ENSMUSG00000022146
ENSMUSG00000121347,ENSMUSG00000031799
ENSMUSG00000030654,ENSMUSG00000056290
ENSMUSG00000040820,ENSMUSG00000029135
ENSMUSG00000034403,ENSMUSG00000051246
ENSMUSG00000037686,ENSMUSG00000024542
ENSMUSG00000029833,ENSMUSG00000072963
ENSMUSG00000042251,ENSMUSG00000100106
ENSMUSG00000014426,ENSMUSG00000109390
ENSMUSG00000022261,ENSMUSG00000032965
ENSMUSG00000020669,ENSMUSG00000028300
ENSMUSG00000020280,ENSMUSG00000031910
ENSMUSG00000037287,ENSMUSG00000033955
ENSMUSG00000095325,ENSMUSG00000038418
ENSMUSG00000087679,ENSMUSG00000101372
ENSMUSG00000026102,ENSMUSG00000045679
ENSMUSG00000039512,ENSMUSG00000029072
ENSMUSG00000032883,ENSMUSG00000112794
ENSMUSG00000008822,ENSMUSG00000024742
ENSMUSG00000032737,ENSMUSG00000012350
ENSMUSG00000070997,ENSMUSG00000038524
ENSMUSG00000116953,ENSMUSG00000046550
ENSMUSG00000040134,ENSMUSG00000039196
ENSMUSG00000007415,ENSMUSG00000079523
ENSMUSG00000036957,ENSMUSG00000038732
ENSMUSG00000031443,ENSMUSG00000107306
ENSMUSG00000058997,ENSMUSG00000117234
ENSMUSG00000068923,ENSMUSG00000044317
ENSMUSG00000060733,ENSMUSG00000054752
ENSMUSG00000113149,ENSMUSG00000028214
ENSMUSG00000030035,ENSMUSG00000040339
ENSMUSG00000038451,ENSMUSG00000024066
ENSMUSG00000019876,ENSMUSG00000019558
ENSMUSG00000039853,ENSMUSG00000020601
ENSMUSG00000028393,ENSMUSG00000105304
ENSMUSG00000111375,ENSMUSG00000037852
ENSMUSG00000030979,ENSMUSG00000020611
ENSMUSG00000018363,ENSMUSG00000047180
ENSMUSG00000063455,ENSMUSG00000040747
ENSMUSG00000034160,ENSMUSG00000120368
ENSMUSG00000046811,ENSMUSG00000021133
ENSMUSG00000019139,ENSMUSG00000015452
ENSMUSG00000021908,ENSMUSG00000071714
ENSMUSG00000121096,ENSMUSG00000115354
ENSMUSG00000028185,ENSMUSG00000094708
ENSMUSG00000068205,ENSMUSG00000095937
ENSMUSG00000032050,ENSMUSG00000037362
ENSMUSG00000039031,ENSMUSG00000051703
ENSMUSG00000115070,ENSMUSG00000031880
ENSMUSG00000037818,ENSMUSG00000038467
ENSMUSG00000017550,ENSMUSG00000042688
ENSMUSG00000006369,ENSMUSG00000079419
ENSMUSG00000061533,ENSMUSG00000028613
ENSMUSG00000027203,ENSMUSG00000024521
ENSMUSG00000015846,ENSMUSG00000036931
ENSMUSG00000022814,ENSMUSG00000081441
ENSMUSG00000105272,ENSMUSG00000121725
ENSMUSG00000070780,ENSMUSG00000058715
ENSMUSG00000051506,ENSMUSG00000021453
ENSMUSG00000074527,ENSMUSG00000022372
ENSMUSG00000022751,ENSMUSG00000004864
ENSMUSG00000035933,ENSMUSG00000028634
ENSMUSG00000033855,ENSMUSG00000087433
ENSMUSG00000022253,ENSMUSG00000040356
ENSMUSG00000028565,ENSMUSG00000021720
ENSMUSG00000035000,ENSMUSG00000023078
ENSMUSG00000103215,ENSMUSG00000106558
ENSMUSG00000044468,ENSMUSG00000059970
ENSMUSG00000022235,ENSMUSG00000113780
ENSMUSG00000037640,ENSMUSG00000120140
ENSMUSG00000026208,ENSMUSG00000033450
ENSMUSG00000034308,ENSMUSG00000034551
ENSMUSG00000043162,ENSMUSG00000121485
ENSMUSG00000057497,ENSMUSG00000009585
ENSMUSG00000097290,ENSMUSG00000022831
ENSMUSG00000019082,ENSMUSG00000045349
ENSMUSG00000038055,ENSMUSG00000023043
ENSMUSG00000015342,ENSMUSG00000025602
ENSMUSG00000028414,ENSMUSG00000112393
ENSMUSG00000025158,ENSMUSG00000024561
ENSMUSG00000024228,ENSMUSG00000109036
ENSMUSG00000032601,ENSMUSG00000042348
ENSMUSG00000025026,ENSMUSG00000027171
ENSMUSG00000074649,ENSMUSG00000084796
ENSMUSG00000024026,ENSMUSG00000121667
ENSMUSG00000028261,ENSMUSG00000103657
ENSMUSG00000022214,ENSMUSG00000112148
ENSMUSG00000034108,ENSMUSG00000067879
ENSMUSG00000039086,ENSMUSG00000031762
ENSMUSG00000035936,ENSMUSG00000037012
ENSMUSG00000037907,ENSMUSG00000023088
ENSMUSG00000064373,ENSMUSG00000087365
ENSMUSG00000097482,ENSMUSG00000043889
ENSMUSG00000038838,ENSMUSG00000115789
ENSMUSG00000025479,ENSMUSG00000083411
ENSMUSG00000005043,ENSMUSG00000069792
ENSMUSG00000033948,ENSMUSG00000120325
ENSMUSG00000023262,ENSMUSG00000021280
ENSMUSG00000058756,ENSMUSG00000016526
ENSMUSG00000030725,ENSMUSG00000021091
ENSMUSG00000025137,ENSMUSG00000035004
ENSMUSG00000040848,ENSMUSG00000029405
ENSMUSG00000018750,ENSMUSG00000005125
ENSMUSG00000024378,ENSMUSG00000001103
ENSMUSG00000030051,ENSMUSG00000056749
ENSMUSG00000050705,ENSMUSG00000024242
ENSMUSG00000001062,ENSMUSG00000026547
ENSMUSG00000020023,ENSMUSG00000117679
ENSMUSG00000018999,ENSMUSG00000021871
ENSMUSG00000032046,ENSMUSG00000029380
ENSMUSG00000039976,ENSMUSG00000056737
ENSMUSG00000037773,ENSMUSG00000048329
ENSMUSG00000025495,ENSMUSG00000032231
ENSMUSG00000061313,ENSMUSG00000086235
ENSMUSG00000033965,ENSMUSG00000025498
ENSMUSG00000011831,ENSMUSG00000109864
ENSMUSG00000036188,ENSMUSG00000031562
ENSMUSG00000030271,ENSMUSG00000026630
ENSMUSG00000049657,ENSMUSG00000116864
ENSMUSG00000028944,ENSMUSG00000105542
ENSMUSG00000024276,ENSMUSG00000046808
ENSMUSG00000054757,ENSMUSG00000102813
ENSMUSG00000048897,ENSMUSG00000004359
ENSMUSG00000022546,ENSMUSG00000021322
ENSMUSG00000052369,ENSMUSG00000007476
ENSMUSG00000047603,ENSMUSG00000034833
ENSMUSG00000022471,ENSMUSG00000031304
ENSMUSG00000040195,ENSMUSG00000108122
ENSMUSG00000060121,ENSMUSG00000097729
ENSMUSG00000018599,ENSMUSG00000008307
ENSMUSG00000048763,ENSMUSG00000025877
ENSMUSG00000054723,ENSMUSG00000097069
ENSMUSG00000032398,ENSMUSG00000053475
ENSMUSG00000040552,ENSMUSG00000081257
ENSMUSG00000003644,ENSMUSG00000005124
ENSMUSG00000039242,ENSMUSG00000023984
ENSMUSG00000063065,ENSMUSG00000059336
ENSMUSG00000041528,ENSMUSG00000022893
ENSMUSG00000042289,ENSMUSG00000121452
ENSMUSG00000042210,ENSMUSG00000028874
ENSMUSG00000016181,ENSMUSG00000062825
ENSMUSG00000038884,ENSMUSG00000021750
ENSMUSG00000021707,ENSMUSG00000063268
ENSMUSG00000031508,ENSMUSG00000022221
ENSMUSG00000040446,ENSMUSG00000078606
ENSMUSG00000060538,ENSMUSG00000031167
ENSMUSG00000026705,ENSMUSG00000054072
ENSMUSG00000015711,ENSMUSG00000042638
ENSMUSG00000028527,ENSMUSG00000036158
ENSMUSG00000113899,ENSMUSG00000031934
ENSMUSG00000021361,ENSMUSG00000057098
ENSMUSG00000001774,ENSMUSG00000024087
ENSMUSG00000082274,ENSMUSG00000045790
ENSMUSG00000033577,ENSMUSG00000026415
ENSMUSG00000037410,ENSMUSG00000022885
ENSMUSG00000034781,ENSMUSG00000109424
ENSMUSG00000002846,ENSMUSG00000030683
ENSMUSG00000063275,ENSMUSG00000021109
ENSMUSG00000037306,ENSMUSG00000029843
ENSMUSG00000021631,ENSMUSG00000027843
ENSMUSG00000101537,ENSMUSG00000055421
ENSMUSG00000062762,ENSMUSG00000031342
ENSMUSG00000027353,ENSMUSG00000035232
ENSMUSG00000020496,ENSMUSG00000030254
ENSMUSG00000057842,ENSMUSG00000046841
